b,continuity_recovery_rate,cross_platform_link_rate,false_negative_rate,link_rate_cross_platform_long,link_rate_cross_platform_short,link_rate_intra_platform_distant,link_rate_migration_consecutive,link_rate_post_migration_consecutive,link_rate_pre_migration_consecutive,mean_J_cross_platform_long,mean_J_cross_platform_short,mean_J_intra_platform_distant,mean_J_migration_consecutive,mean_J_post_migration_consecutive,mean_J_pre_migration_consecutive,migration_degradation,migration_link_rate,n_cross_platform_long,n_cross_platform_short,n_intra_platform_distant,n_migration_consecutive,n_post_migration_consecutive,n_pre_migration_consecutive,post_migration_recovery,r,seed,sweep_key,sweep_value
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.31979166666666664,0.54375,0.775,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,158,entropy_growth_rate,0.3
4,1.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,1.0,0.31979166666666664,0.54375,0.775,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,158,entropy_growth_rate,0.3
8,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.31979166666666664,0.54375,0.775,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,158,entropy_growth_rate,0.3
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31979166666666664,0.54375,0.775,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,158,entropy_growth_rate,0.3
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.353125,0.55,0.7796875,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,159,entropy_growth_rate,0.3
4,1.0,0.0,1.0,0.0,0.0,0.6,0.0,1.0,1.0,0.353125,0.55,0.7796875,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,159,entropy_growth_rate,0.3
8,1.0,1.0,0.0,0.36666666666666664,1.0,1.0,1.0,1.0,1.0,0.353125,0.55,0.7796875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,159,entropy_growth_rate,0.3
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.353125,0.55,0.7796875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,159,entropy_growth_rate,0.3
2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.35625,0.525,0.753125,0.625,0.90625,0.925,0.2,0.0,30,5,20,1,5,5,0.2,16,160,entropy_growth_rate,0.4
4,1.0,0.2,0.0,0.0,0.2,0.7,1.0,1.0,1.0,0.35625,0.525,0.753125,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,160,entropy_growth_rate,0.4
8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35625,0.525,0.753125,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,160,entropy_growth_rate,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35625,0.525,0.753125,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,160,entropy_growth_rate,0.4
2,0.7,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.8,0.32916666666666666,0.55,0.790625,0.625,0.91875,0.925,0.7,0.0,30,5,20,1,5,5,0.6,16,161,entropy_growth_rate,0.4
4,1.0,0.0,1.0,0.0,0.0,0.7,0.0,1.0,1.0,0.32916666666666666,0.55,0.790625,0.625,0.91875,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,161,entropy_growth_rate,0.4
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.32916666666666666,0.55,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,161,entropy_growth_rate,0.4
16,1.0,1.0,0.0,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.32916666666666666,0.55,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,161,entropy_growth_rate,0.4
2,0.5,0.0,1.0,0.0,0.0,0.1,0.0,0.6,0.4,0.28854166666666664,0.53125,0.759375,0.625,0.90625,0.925,0.5,0.0,30,5,20,1,5,5,0.6,16,162,entropy_growth_rate,0.4
4,1.0,0.2,0.0,0.0,0.2,0.6,1.0,1.0,1.0,0.28854166666666664,0.53125,0.759375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,162,entropy_growth_rate,0.4
8,1.0,1.0,0.0,0.3,1.0,0.9,1.0,1.0,1.0,0.28854166666666664,0.53125,0.759375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,162,entropy_growth_rate,0.4
16,1.0,1.0,0.0,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,0.28854166666666664,0.53125,0.759375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,162,entropy_growth_rate,0.4
2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.31979166666666664,0.54375,0.7921875,0.625,0.91875,0.925,0.2,0.0,30,5,20,1,5,5,0.2,16,163,entropy_growth_rate,0.4
4,1.0,0.0,1.0,0.0,0.0,0.8,0.0,1.0,1.0,0.31979166666666664,0.54375,0.7921875,0.625,0.91875,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,163,entropy_growth_rate,0.4
8,1.0,0.8,0.0,0.1,0.8,1.0,1.0,1.0,1.0,0.31979166666666664,0.54375,0.7921875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,163,entropy_growth_rate,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31979166666666664,0.54375,0.7921875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,163,entropy_growth_rate,0.4
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.30520833333333336,0.53125,0.7640625,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.4,16,164,entropy_growth_rate,0.4
4,0.9,0.2,0.0,0.0,0.2,0.55,1.0,0.8,1.0,0.30520833333333336,0.53125,0.7640625,0.625,0.9125,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,164,entropy_growth_rate,0.4
8,1.0,1.0,0.0,0.16666666666666666,1.0,0.9,1.0,1.0,1.0,0.30520833333333336,0.53125,0.7640625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,164,entropy_growth_rate,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30520833333333336,0.53125,0.7640625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,164,entropy_growth_rate,0.4
2,0.5,0.0,1.0,0.0,0.0,0.1,0.0,0.2,0.8,0.271875,0.525,0.734375,0.625,0.9,0.925,0.5,0.0,30,5,20,1,5,5,0.2,16,165,entropy_growth_rate,0.4
4,1.0,0.0,1.0,0.0,0.0,0.55,0.0,1.0,1.0,0.271875,0.525,0.734375,0.625,0.9,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,165,entropy_growth_rate,0.4
8,1.0,1.0,0.0,0.1,1.0,0.85,1.0,1.0,1.0,0.271875,0.525,0.734375,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,165,entropy_growth_rate,0.4
16,1.0,1.0,0.0,0.7,1.0,1.0,1.0,1.0,1.0,0.271875,0.525,0.734375,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,165,entropy_growth_rate,0.4
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.31979166666666664,0.5375,0.753125,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,166,entropy_growth_rate,0.4
4,1.0,0.0,1.0,0.0,0.0,0.65,0.0,1.0,1.0,0.31979166666666664,0.5375,0.753125,0.625,0.90625,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,166,entropy_growth_rate,0.4
8,1.0,1.0,0.0,0.4,1.0,0.8,1.0,1.0,1.0,0.31979166666666664,0.5375,0.753125,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,166,entropy_growth_rate,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31979166666666664,0.5375,0.753125,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,166,entropy_growth_rate,0.4
2,0.5,0.0,1.0,0.0,0.0,0.2,0.0,0.4,0.6,0.38229166666666664,0.55625,0.7984375,0.625,0.9125,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,167,entropy_growth_rate,0.4
4,1.0,0.4,0.0,0.0,0.4,0.65,1.0,1.0,1.0,0.38229166666666664,0.55625,0.7984375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,167,entropy_growth_rate,0.4
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.38229166666666664,0.55625,0.7984375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,167,entropy_growth_rate,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38229166666666664,0.55625,0.7984375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,167,entropy_growth_rate,0.4
2,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.340625,0.525,0.7765625,0.625,0.9,0.925,0.1,0.0,30,5,20,1,5,5,0.0,16,168,entropy_growth_rate,0.4
4,1.0,0.8,0.0,0.03333333333333333,0.8,0.6,1.0,1.0,1.0,0.340625,0.525,0.7765625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,168,entropy_growth_rate,0.4
8,1.0,1.0,0.0,0.1,1.0,0.95,1.0,1.0,1.0,0.340625,0.525,0.7765625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,168,entropy_growth_rate,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.340625,0.525,0.7765625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,168,entropy_growth_rate,0.4
2,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0.32708333333333334,0.53125,0.78125,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,169,entropy_growth_rate,0.4
4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.32708333333333334,0.53125,0.78125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,169,entropy_growth_rate,0.4
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.32708333333333334,0.53125,0.78125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,169,entropy_growth_rate,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32708333333333334,0.53125,0.78125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,169,entropy_growth_rate,0.4
2,0.6000000000000001,0.0,1.0,0.0,0.0,0.3,0.0,0.4,0.8,0.3375,0.5375,0.7734375,0.625,0.9125,0.925,0.6000000000000001,0.0,30,5,20,1,5,5,0.4,16,170,entropy_growth_rate,0.5
4,1.0,0.0,1.0,0.0,0.0,0.6,0.0,1.0,1.0,0.3375,0.5375,0.7734375,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,170,entropy_growth_rate,0.5
8,1.0,1.0,0.0,0.43333333333333335,1.0,1.0,1.0,1.0,1.0,0.3375,0.5375,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,170,entropy_growth_rate,0.5
16,1.0,1.0,0.0,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,0.3375,0.5375,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,170,entropy_growth_rate,0.5
2,0.7,0.0,1.0,0.0,0.0,0.15,0.0,0.6,0.8,0.31875,0.525,0.771875,0.625,0.91875,0.925,0.7,0.0,30,5,20,1,5,5,0.6,16,171,entropy_growth_rate,0.5
4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.31875,0.525,0.771875,0.625,0.91875,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,171,entropy_growth_rate,0.5
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.31875,0.525,0.771875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,171,entropy_growth_rate,0.5
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31875,0.525,0.771875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,171,entropy_growth_rate,0.5
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.4,0.315625,0.53125,0.7703125,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,172,entropy_growth_rate,0.5
4,1.0,0.4,0.0,0.0,0.4,0.75,1.0,1.0,1.0,0.315625,0.53125,0.7703125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,172,entropy_growth_rate,0.5
8,1.0,1.0,0.0,0.4666666666666667,1.0,1.0,1.0,1.0,1.0,0.315625,0.53125,0.7703125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,172,entropy_growth_rate,0.5
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.315625,0.53125,0.7703125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,172,entropy_growth_rate,0.5
2,0.5,0.0,1.0,0.0,0.0,0.1,0.0,0.4,0.6,0.3458333333333333,0.54375,0.7828125,0.625,0.9125,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,173,entropy_growth_rate,0.5
4,1.0,0.0,1.0,0.0,0.0,0.65,0.0,1.0,1.0,0.3458333333333333,0.54375,0.7828125,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,173,entropy_growth_rate,0.5
8,1.0,1.0,0.0,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,0.3458333333333333,0.54375,0.7828125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,173,entropy_growth_rate,0.5
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3458333333333333,0.54375,0.7828125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,173,entropy_growth_rate,0.5
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.33645833333333336,0.5375,0.7640625,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,174,entropy_growth_rate,0.5
4,1.0,0.4,0.0,0.0,0.4,0.7,1.0,1.0,1.0,0.33645833333333336,0.5375,0.7640625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,174,entropy_growth_rate,0.5
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.33645833333333336,0.5375,0.7640625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,174,entropy_growth_rate,0.5
16,1.0,1.0,0.0,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,0.33645833333333336,0.5375,0.7640625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,174,entropy_growth_rate,0.5
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.2,0.37604166666666666,0.5625,0.771875,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.6,16,175,entropy_growth_rate,0.5
4,0.9,0.0,1.0,0.0,0.0,0.6,0.0,0.8,1.0,0.37604166666666666,0.5625,0.771875,0.625,0.90625,0.925,0.9,0.0,30,5,20,1,5,5,0.8,8,175,entropy_growth_rate,0.5
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.37604166666666666,0.5625,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,175,entropy_growth_rate,0.5
16,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.37604166666666666,0.5625,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,175,entropy_growth_rate,0.5
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.28958333333333336,0.525,0.7625,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.4,16,176,entropy_growth_rate,0.5
4,1.0,0.2,0.0,0.0,0.2,0.65,1.0,1.0,1.0,0.28958333333333336,0.525,0.7625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,176,entropy_growth_rate,0.5
8,1.0,0.8,0.0,0.03333333333333333,0.8,1.0,1.0,1.0,1.0,0.28958333333333336,0.525,0.7625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,176,entropy_growth_rate,0.5
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28958333333333336,0.525,0.7625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,176,entropy_growth_rate,0.5
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.353125,0.54375,0.75625,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,177,entropy_growth_rate,0.5
4,1.0,0.2,0.0,0.0,0.2,0.6,1.0,1.0,1.0,0.353125,0.54375,0.75625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,177,entropy_growth_rate,0.5
8,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.353125,0.54375,0.75625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,177,entropy_growth_rate,0.5
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.353125,0.54375,0.75625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,177,entropy_growth_rate,0.5
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.32395833333333335,0.53125,0.7671875,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,178,entropy_growth_rate,0.5
4,1.0,0.4,0.0,0.03333333333333333,0.4,0.7,1.0,1.0,1.0,0.32395833333333335,0.53125,0.7671875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,178,entropy_growth_rate,0.5
8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32395833333333335,0.53125,0.7671875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,178,entropy_growth_rate,0.5
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32395833333333335,0.53125,0.7671875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,178,entropy_growth_rate,0.5
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.4,0.35520833333333335,0.54375,0.7765625,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,179,entropy_growth_rate,0.5
4,0.9,0.0,0.0,0.0,0.0,0.55,1.0,0.8,1.0,0.35520833333333335,0.54375,0.7765625,0.625,0.90625,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,179,entropy_growth_rate,0.5
8,1.0,0.6,0.0,0.06666666666666667,0.6,0.85,1.0,1.0,1.0,0.35520833333333335,0.54375,0.7765625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,179,entropy_growth_rate,0.5
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35520833333333335,0.54375,0.7765625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,179,entropy_growth_rate,0.5
